dataset,instance,seed,checkpoint_s,score_at_checkpoint,progress_to_final_improvement
real_world,input/real_world/B35k_L60_D120.txt,100,120,12864753.0,1.0
real_world,input/real_world/B35k_L60_D120.txt,100,300,12864753.0,1.0
real_world,input/real_world/B35k_L60_D120.txt,100,600,12864753.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,1,0,60713936.0,0.0
real_world,input/real_world/B2000k_L140_D280.txt,1,30,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,1,60,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,1,120,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,1,300,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,1,600,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,12,0,60713936.0,0.0
real_world,input/real_world/B2000k_L140_D280.txt,12,30,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,12,60,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,12,120,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,12,300,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,12,600,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,23,0,60713936.0,0.0
real_world,input/real_world/B2000k_L140_D280.txt,23,30,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,23,60,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,23,120,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,23,300,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,23,600,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,34,0,60713936.0,0.0
real_world,input/real_world/B2000k_L140_D280.txt,34,30,60961958.0,0.8328922977728823
real_world,input/real_world/B2000k_L140_D280.txt,34,60,60961958.0,0.8328922977728823
real_world,input/real_world/B2000k_L140_D280.txt,34,120,60961958.0,0.8328922977728823
real_world,input/real_world/B2000k_L140_D280.txt,34,300,61011720.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,34,600,61011720.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,56,0,60713936.0,0.0
real_world,input/real_world/B2000k_L140_D280.txt,56,30,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,56,60,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,56,120,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,56,300,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,56,600,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,45,0,60713936.0,0.0
real_world,input/real_world/B2000k_L140_D280.txt,45,30,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,45,60,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,45,120,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,45,300,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,45,600,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,67,0,60713936.0,0.0
real_world,input/real_world/B2000k_L140_D280.txt,67,30,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,67,60,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,67,120,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,67,300,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,67,600,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,78,0,60713936.0,0.0
real_world,input/real_world/B2000k_L140_D280.txt,78,30,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,78,60,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,78,120,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,78,300,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,78,600,60961958.0,1.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,1,0,5222608.0,0.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,1,30,5237003.0,0.8295395608828444
google_hashcode,input/google_hashcode/e_so_many_books.txt,1,60,5238763.0,0.9309629458883191
google_hashcode,input/google_hashcode/e_so_many_books.txt,1,120,5239617.0,0.9801763383852936
google_hashcode,input/google_hashcode/e_so_many_books.txt,1,300,5239809.0,0.9912407076586182
google_hashcode,input/google_hashcode/e_so_many_books.txt,1,600,5239961.0,1.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,12,0,5222608.0,0.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,12,30,5238197.0,0.8962801126890129
google_hashcode,input/google_hashcode/e_so_many_books.txt,12,60,5239186.0,0.9531420686483068
google_hashcode,input/google_hashcode/e_so_many_books.txt,12,120,5239763.0,0.9863163341574197
google_hashcode,input/google_hashcode/e_so_many_books.txt,12,300,5240001.0,1.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,12,600,5240001.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,89,0,60713936.0,0.0
real_world,input/real_world/B2000k_L140_D280.txt,89,30,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,89,60,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,89,120,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,89,300,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,89,600,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,100,0,60713936.0,0.0
real_world,input/real_world/B2000k_L140_D280.txt,100,30,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,100,60,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,100,120,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,100,300,60961958.0,1.0
real_world,input/real_world/B2000k_L140_D280.txt,100,600,60961958.0,1.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,23,0,5222608.0,0.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,23,30,5236595.0,0.8035734804090543
google_hashcode,input/google_hashcode/e_so_many_books.txt,23,60,5238713.0,0.9252556589681719
google_hashcode,input/google_hashcode/e_so_many_books.txt,23,120,5239587.0,0.9754682293462025
google_hashcode,input/google_hashcode/e_so_many_books.txt,23,300,5239893.0,0.9930483741238654
google_hashcode,input/google_hashcode/e_so_many_books.txt,23,600,5240014.0,1.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,34,0,5222608.0,0.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,34,30,5238027.0,0.9004321420228919
google_hashcode,input/google_hashcode/e_so_many_books.txt,34,60,5238775.0,0.9441135248773651
google_hashcode,input/google_hashcode/e_so_many_books.txt,34,120,5239460.0,0.9841158607801915
google_hashcode,input/google_hashcode/e_so_many_books.txt,34,300,5239607.0,0.9927003036673674
google_hashcode,input/google_hashcode/e_so_many_books.txt,34,600,5239732.0,1.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,45,0,5222608.0,0.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,45,30,5237850.0,0.876631966411687
google_hashcode,input/google_hashcode/e_so_many_books.txt,45,60,5238935.0,0.9390349111405073
google_hashcode,input/google_hashcode/e_so_many_books.txt,45,120,5239433.0,0.9676770000575142
google_hashcode,input/google_hashcode/e_so_many_books.txt,45,300,5239829.0,0.9904526370276644
google_hashcode,input/google_hashcode/e_so_many_books.txt,45,600,5239995.0,1.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,56,0,5222608.0,0.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,56,30,5237440.0,0.8558568955568379
google_hashcode,input/google_hashcode/e_so_many_books.txt,56,60,5238808.0,0.9347951529140219
google_hashcode,input/google_hashcode/e_so_many_books.txt,56,120,5239542.0,0.9771494518176572
google_hashcode,input/google_hashcode/e_so_many_books.txt,56,300,5239755.0,0.9894402769763416
google_hashcode,input/google_hashcode/e_so_many_books.txt,56,600,5239938.0,1.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,67,0,5222608.0,0.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,67,30,5237509.0,0.8612796948153286
google_hashcode,input/google_hashcode/e_so_many_books.txt,67,60,5238324.0,0.9083867984509566
google_hashcode,input/google_hashcode/e_so_many_books.txt,67,120,5239516.0,0.9772845500260101
google_hashcode,input/google_hashcode/e_so_many_books.txt,67,300,5239724.0,0.9893069764753483
google_hashcode,input/google_hashcode/e_so_many_books.txt,67,600,5239909.0,1.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,78,0,5222608.0,0.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,78,30,5235936.0,0.7682729997694259
google_hashcode,input/google_hashcode/e_so_many_books.txt,78,60,5238462.0,0.9138805626008761
google_hashcode,input/google_hashcode/e_so_many_books.txt,78,120,5239443.0,0.9704288678810238
google_hashcode,input/google_hashcode/e_so_many_books.txt,78,300,5239874.0,0.9952732303435554
google_hashcode,input/google_hashcode/e_so_many_books.txt,78,600,5239956.0,1.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,89,0,5222608.0,0.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,89,30,5238286.0,0.90067214339059
google_hashcode,input/google_hashcode/e_so_many_books.txt,89,60,5238969.0,0.9399092319181939
google_hashcode,input/google_hashcode/e_so_many_books.txt,89,120,5239413.0,0.9654162118687885
google_hashcode,input/google_hashcode/e_so_many_books.txt,89,300,5239988.0,0.9984488998678692
google_hashcode,input/google_hashcode/e_so_many_books.txt,89,600,5240015.0,1.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,100,0,5222608.0,0.0
google_hashcode,input/google_hashcode/e_so_many_books.txt,100,30,5238256.0,0.904874804834326
google_hashcode,input/google_hashcode/e_so_many_books.txt,100,60,5239037.0,0.9500375874631354
google_hashcode,input/google_hashcode/e_so_many_books.txt,100,120,5239523.0,0.9781414445151217
google_hashcode,input/google_hashcode/e_so_many_books.txt,100,300,5239770.0,0.9924246805065633
google_hashcode,input/google_hashcode/e_so_many_books.txt,100,600,5239901.0,1.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,1,0,5041660.0,0.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,1,30,5075005.0,0.638854296388543
google_hashcode,input/google_hashcode/d_tough_choices.txt,1,60,5083000.0,0.7920298879202988
google_hashcode,input/google_hashcode/d_tough_choices.txt,1,120,5088200.0,0.8916562889165629
google_hashcode,input/google_hashcode/d_tough_choices.txt,1,300,5091970.0,0.9638854296388543
google_hashcode,input/google_hashcode/d_tough_choices.txt,1,600,5093855.0,1.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,12,0,5040295.0,0.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,12,30,5077020.0,0.7179161372299873
google_hashcode,input/google_hashcode/d_tough_choices.txt,12,60,5080010.0,0.7763659466327827
google_hashcode,input/google_hashcode/d_tough_choices.txt,12,120,5085080.0,0.8754764930114358
google_hashcode,input/google_hashcode/d_tough_choices.txt,12,300,5089565.0,0.963151207115629
google_hashcode,input/google_hashcode/d_tough_choices.txt,12,600,5091450.0,1.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,23,0,5039450.0,0.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,23,30,5075395.0,0.6630695443645084
google_hashcode,input/google_hashcode/d_tough_choices.txt,23,60,5082870.0,0.8009592326139089
google_hashcode,input/google_hashcode/d_tough_choices.txt,23,120,5085925.0,0.8573141486810552
google_hashcode,input/google_hashcode/d_tough_choices.txt,23,300,5090865.0,0.9484412470023981
google_hashcode,input/google_hashcode/d_tough_choices.txt,23,600,5093660.0,1.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,34,0,5039450.0,0.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,34,30,5075980.0,0.6972704714640199
google_hashcode,input/google_hashcode/d_tough_choices.txt,34,60,5081960.0,0.8114143920595533
google_hashcode,input/google_hashcode/d_tough_choices.txt,34,120,5085600.0,0.8808933002481389
google_hashcode,input/google_hashcode/d_tough_choices.txt,34,300,5090215.0,0.9689826302729528
google_hashcode,input/google_hashcode/d_tough_choices.txt,34,600,5091840.0,1.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,56,0,5039450.0,0.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,56,30,5079685.0,0.7613776137761378
google_hashcode,input/google_hashcode/d_tough_choices.txt,56,60,5083715.0,0.8376383763837638
google_hashcode,input/google_hashcode/d_tough_choices.txt,56,120,5087030.0,0.9003690036900369
google_hashcode,input/google_hashcode/d_tough_choices.txt,56,300,5089565.0,0.948339483394834
google_hashcode,input/google_hashcode/d_tough_choices.txt,56,600,5092295.0,1.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,45,0,5039450.0,0.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,45,30,5076240.0,0.7022332506203474
google_hashcode,input/google_hashcode/d_tough_choices.txt,45,60,5081765.0,0.8076923076923077
google_hashcode,input/google_hashcode/d_tough_choices.txt,45,120,5086120.0,0.890818858560794
google_hashcode,input/google_hashcode/d_tough_choices.txt,45,300,5089500.0,0.9553349875930521
google_hashcode,input/google_hashcode/d_tough_choices.txt,45,600,5091840.0,1.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,67,0,5039450.0,0.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,67,30,5077345.0,0.7083839611178615
google_hashcode,input/google_hashcode/d_tough_choices.txt,67,60,5081960.0,0.7946537059538274
google_hashcode,input/google_hashcode/d_tough_choices.txt,67,120,5087745.0,0.9027946537059538
google_hashcode,input/google_hashcode/d_tough_choices.txt,67,300,5091580.0,0.9744835965978129
google_hashcode,input/google_hashcode/d_tough_choices.txt,67,600,5092945.0,1.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,78,0,5040425.0,0.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,78,30,5079165.0,0.7459324155193993
google_hashcode,input/google_hashcode/d_tough_choices.txt,78,60,5083325.0,0.8260325406758448
google_hashcode,input/google_hashcode/d_tough_choices.txt,78,120,5086380.0,0.8848560700876095
google_hashcode,input/google_hashcode/d_tough_choices.txt,78,300,5091125.0,0.9762202753441802
google_hashcode,input/google_hashcode/d_tough_choices.txt,78,600,5092360.0,1.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,100,0,5040230.0,0.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,100,30,5078970.0,0.7358024691358025
google_hashcode,input/google_hashcode/d_tough_choices.txt,100,60,5085665.0,0.8629629629629629
google_hashcode,input/google_hashcode/d_tough_choices.txt,100,120,5087810.0,0.9037037037037037
google_hashcode,input/google_hashcode/d_tough_choices.txt,100,300,5090085.0,0.9469135802469136
google_hashcode,input/google_hashcode/d_tough_choices.txt,100,600,5092880.0,1.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,89,0,5039450.0,0.0
google_hashcode,input/google_hashcode/d_tough_choices.txt,89,30,5079880.0,0.7521160822249093
google_hashcode,input/google_hashcode/d_tough_choices.txt,89,60,5084495.0,0.837968561064087
google_hashcode,input/google_hashcode/d_tough_choices.txt,89,120,5088070.0,0.9044740024183797
google_hashcode,input/google_hashcode/d_tough_choices.txt,89,300,5090605.0,0.9516324062877872
google_hashcode,input/google_hashcode/d_tough_choices.txt,89,600,5093205.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,1,0,5340296.0,0.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,1,30,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,1,60,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,1,120,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,1,300,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,1,600,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,12,0,5340296.0,0.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,12,30,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,12,60,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,12,120,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,12,300,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,12,600,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,34,0,5340296.0,0.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,34,30,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,34,60,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,34,120,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,34,300,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,34,600,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,23,0,5340296.0,0.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,23,30,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,23,60,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,23,120,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,23,300,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,23,600,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,45,0,5340296.0,0.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,45,30,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,45,60,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,45,120,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,45,300,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,45,600,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,56,0,5340296.0,0.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,56,30,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,56,60,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,56,120,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,56,300,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,56,600,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,67,0,5340296.0,0.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,67,30,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,67,60,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,67,120,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,67,300,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,67,600,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,78,0,5340296.0,0.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,78,30,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,78,60,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,78,120,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,78,300,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,78,600,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,89,0,5340296.0,0.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,89,30,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,89,60,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,89,120,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,89,300,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,89,600,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,100,0,5340296.0,0.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,100,30,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,100,60,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,100,120,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,100,300,5348248.0,1.0
google_hashcode,input/google_hashcode/f_libraries_of_the_world.txt,100,600,5348248.0,1.0
