status,algorithm,run_label,instance,dataset,seed,final_score,elapsed_s
ok,MILP2,baseline_milp,input/real_world/B50k_L400_D28.txt,real_world,1,115710,
ok,Greedy+MILP,baseline_milp,input/real_world/B5k_L90_D21.txt,real_world,1,2876,
ok,Greedy,baseline_milp,input/real_world/B5k_L90_D21.txt,real_world,1,2876,
ok,MILP1,baseline_milp,input/real_world/B5k_L90_D21.txt,real_world,1,3597,
ok,SAT,baseline_milp,input/real_world/B5k_L90_D21.txt,real_world,1,3244,
ok,SA,baseline_milp,input/real_world/B5k_L90_D21.txt,real_world,1,3221,
ok,MILP2,baseline_milp,input/real_world/B5k_L90_D21.txt,real_world,1,3221,
ok,Greedy+MILP,baseline_milp,input/real_world/B600k_L105_D210.txt,real_world,1,42595546,
ok,Greedy,baseline_milp,input/real_world/B600k_L105_D210.txt,real_world,1,42595546,
missing,MILP1,baseline_milp,input/real_world/B600k_L105_D210.txt,real_world,1,,
ok,SAT,baseline_milp,input/real_world/B600k_L105_D210.txt,real_world,1,42533343,
ok,SA,baseline_milp,input/real_world/B600k_L105_D210.txt,real_world,1,44272836,
ok,MILP2,baseline_milp,input/real_world/B600k_L105_D210.txt,real_world,1,43886807,
ok,Greedy+MILP,baseline_milp,input/real_world/B60_L6_D6.txt,real_world,1,939,
ok,Greedy,baseline_milp,input/real_world/B60_L6_D6.txt,real_world,1,939,
ok,MILP1,baseline_milp,input/real_world/B60_L6_D6.txt,real_world,1,939,
ok,SAT,baseline_milp,input/real_world/B60_L6_D6.txt,real_world,1,706,
ok,SA,baseline_milp,input/real_world/B60_L6_D6.txt,real_world,1,706,
ok,MILP2,baseline_milp,input/real_world/B60_L6_D6.txt,real_world,1,738,
ok,Greedy+MILP,baseline_milp,input/real_world/B60k_L70_D140.txt,real_world,1,13542725,
ok,Greedy,baseline_milp,input/real_world/B60k_L70_D140.txt,real_world,1,13542725,
missing,MILP1,baseline_milp,input/real_world/B60k_L70_D140.txt,real_world,1,,
ok,SAT,baseline_milp,input/real_world/B60k_L70_D140.txt,real_world,1,14484743,
ok,SA,baseline_milp,input/real_world/B60k_L70_D140.txt,real_world,1,13147385,
ok,MILP2,baseline_milp,input/real_world/B60k_L70_D140.txt,real_world,1,13147385,
ok,Greedy+MILP,baseline_milp,input/real_world/B6k_L35_D70.txt,real_world,1,2307803,
ok,Greedy,baseline_milp,input/real_world/B6k_L35_D70.txt,real_world,1,2307803,
ok,MILP1,baseline_milp,input/real_world/B6k_L35_D70.txt,real_world,1,2307803,
ok,SAT,baseline_milp,input/real_world/B6k_L35_D70.txt,real_world,1,2232682,
ok,SA,baseline_milp,input/real_world/B6k_L35_D70.txt,real_world,1,2076043,
ok,MILP2,baseline_milp,input/real_world/B6k_L35_D70.txt,real_world,1,2076043,
ok,Greedy+MILP,baseline_milp,input/real_world/B70_L8_D7.txt,real_world,1,1822,
ok,Greedy,baseline_milp,input/real_world/B70_L8_D7.txt,real_world,1,1822,
ok,MILP1,baseline_milp,input/real_world/B70_L8_D7.txt,real_world,1,2100,
ok,SAT,baseline_milp,input/real_world/B70_L8_D7.txt,real_world,1,1962,
ok,SA,baseline_milp,input/real_world/B70_L8_D7.txt,real_world,1,1962,
ok,MILP2,baseline_milp,input/real_world/B70_L8_D7.txt,real_world,1,1962,
ok,Greedy+MILP,baseline_milp,input/real_world/B750_L20_D14.txt,real_world,1,56508,
ok,Greedy,baseline_milp,input/real_world/B750_L20_D14.txt,real_world,1,56508,
ok,MILP1,baseline_milp,input/real_world/B750_L20_D14.txt,real_world,1,65520,
ok,SAT,baseline_milp,input/real_world/B750_L20_D14.txt,real_world,1,65520,
ok,SA,baseline_milp,input/real_world/B750_L20_D14.txt,real_world,1,65520,
ok,MILP2,baseline_milp,input/real_world/B750_L20_D14.txt,real_world,1,30472,
ok,Greedy+MILP,baseline_milp,input/real_world/B800k_L110_D220.txt,real_world,1,47003974,
ok,Greedy,baseline_milp,input/real_world/B800k_L110_D220.txt,real_world,1,47003974,
missing,MILP1,baseline_milp,input/real_world/B800k_L110_D220.txt,real_world,1,,
ok,SAT,baseline_milp,input/real_world/B800k_L110_D220.txt,real_world,1,41106821,
ok,SA,baseline_milp,input/real_world/B800k_L110_D220.txt,real_world,1,41838566,
ok,MILP2,baseline_milp,input/real_world/B800k_L110_D220.txt,real_world,1,40176163,
ok,Greedy+MILP,baseline_milp,input/real_world/B80_L7_D9.txt,real_world,1,1513,
ok,Greedy,baseline_milp,input/real_world/B80_L7_D9.txt,real_world,1,1513,
ok,MILP1,baseline_milp,input/real_world/B80_L7_D9.txt,real_world,1,2191,
ok,SAT,baseline_milp,input/real_world/B80_L7_D9.txt,real_world,1,2107,
ok,SA,baseline_milp,input/real_world/B80_L7_D9.txt,real_world,1,2107,
ok,MILP2,baseline_milp,input/real_world/B80_L7_D9.txt,real_world,1,2191,
ok,Greedy+MILP,baseline_milp,input/real_world/B80k_L75_D150.txt,real_world,1,24938008,
ok,Greedy,baseline_milp,input/real_world/B80k_L75_D150.txt,real_world,1,24938008,
missing,MILP1,baseline_milp,input/real_world/B80k_L75_D150.txt,real_world,1,,
ok,SAT,baseline_milp,input/real_world/B80k_L75_D150.txt,real_world,1,20679941,
ok,SA,baseline_milp,input/real_world/B80k_L75_D150.txt,real_world,1,20399035,
ok,MILP2,baseline_milp,input/real_world/B80k_L75_D150.txt,real_world,1,19366889,
ok,Greedy+MILP,baseline_milp,input/real_world/B90_L6_D11.txt,real_world,1,1770,
ok,Greedy,baseline_milp,input/real_world/B90_L6_D11.txt,real_world,1,1770,
ok,MILP1,baseline_milp,input/real_world/B90_L6_D11.txt,real_world,1,2567,
ok,SAT,baseline_milp,input/real_world/B90_L6_D11.txt,real_world,1,1959,
ok,SA,baseline_milp,input/real_world/B90_L6_D11.txt,real_world,1,1959,
ok,MILP2,baseline_milp,input/real_world/B90_L6_D11.txt,real_world,1,2099,
ok,Greedy+MILP,baseline_milp,input/real_world/B90k_L850_D21.txt,real_world,1,383,
ok,Greedy,baseline_milp,input/real_world/B90k_L850_D21.txt,real_world,1,383,
ok,MILP1,baseline_milp,input/real_world/B90k_L850_D21.txt,real_world,1,869,
ok,SAT,baseline_milp,input/real_world/B90k_L850_D21.txt,real_world,1,769,
ok,SA,baseline_milp,input/real_world/B90k_L850_D21.txt,real_world,1,769,
ok,MILP2,baseline_milp,input/real_world/B90k_L850_D21.txt,real_world,1,731,
ok,Greedy+MILP,baseline_milp,input/real_world/B95_L5_D12.txt,real_world,1,3770,
ok,Greedy,baseline_milp,input/real_world/B95_L5_D12.txt,real_world,1,3770,
ok,MILP1,baseline_milp,input/real_world/B95_L5_D12.txt,real_world,1,3091,
ok,SAT,baseline_milp,input/real_world/B95_L5_D12.txt,real_world,1,3770,
ok,SA,baseline_milp,input/real_world/B95_L5_D12.txt,real_world,1,3770,
ok,MILP2,baseline_milp,input/real_world/B95_L5_D12.txt,real_world,1,3770,
ok,Greedy+MILP,baseline_milp,input/real_world/B95k_L2k_D28.txt,real_world,1,767382,
ok,Greedy,baseline_milp,input/real_world/B95k_L2k_D28.txt,real_world,1,767382,
ok,MILP1,baseline_milp,input/real_world/B95k_L2k_D28.txt,real_world,1,1366541,
ok,SAT,baseline_milp,input/real_world/B95k_L2k_D28.txt,real_world,1,1269819,
